Phone Title,Screensize,resolution,FrontCam,OS,StorageMB,RAM,Battery mAh,Type,Specs Score,Likes
Oppo A12s 3GB32GB,6.2, 720 x 1520 pixels,5,OS:Android 9.0 Pie; ColorOS: 6.1,32,3,4230, Li-Po,58%,7
Oppo A12 3GB32GB,6.22, 720 x 1520 pixels,5,OS:Android 9.0 Pie; ColorOS: 6.1,32,3,4230, Li-Po,58%,8
Realme 6i 3GB64GB,6.5, 720 x 1600 pixels,16,OS:Android 10; Realme UI,64,3,5000, Li-Po,85%,2
Realme Narzo 10A 3GB32GB,6.5, 720 x 1600 pixels,5,OS:Android 10; Realme UI 1.0,32,3,5000, Li-Po,58%,9
Realme 5 3GB64GB,6.5, 720 x 1600 pixels,13,OS:Android 9.0 Pie; Realme UI,64,3,5000, Li-Po,60%,2
Realme 5 3GB32GB,6.5, 720 x 1600 pixels,13,OS:Android 9.0 Pie; Realme UI,32,3,5000, Li-Po,58%,1
Realme C3 3GB32GB,6.5, 720 x 1560 pixels,5,OS:Android 10.0; Realme UI 1.0,32,3,5000, Li-Po,58%,12
Samsung Galaxy M01s 3GB32GB,6.2, 720 x 1520 pixels,8,OS:Android 9.0 Pie; One UI 1.1,32,3,4000, Li-Ion,56%,11
Samsung Galaxy M01 3GB32GB,5.7, 720 x 1520 pixels,5,OS:Android 10.0; One UI 2,32,3,4000, Li-Ion,56%,28
Samsung Galaxy A21s 3GB32GB,6.5, 720 x 1600 pixels,13,OS:Android 10; One UI 2,32,3,5000, Li-Po,83%,12
Samsung Galaxy A21 3GB32GB,6.5, 720 x 1600 pixels,13,OS:Android 10; One UI 2,32,3,4000, Li-Po,38%,6
Samsung Galaxy M11 3GB32GB,6.4, 720 x 1560 pixels,8,OS:Android 10.0; One UI 2.0,32,3,5000, Li-Ion,57%,16
Huawei Y7 Prime,5.5, 720 x 1280 pixels,8,OS:Android 7.0 Nougat,32,3,4000, Li-Ion,51%,24
Huawei Nova Plus,5.5, 1080 x 1920 pixels,8,OS:Android 6.0.1 Marshmallow,32,3,3340, Li-Po,58%,6
Huawei Honor 7 16GB,5.2, 1080 x 1920 pixels,8,OS:Android 5.0 Lollipop,16,3,3100, Li-Po,61%,5
Huawei Mate 8 32GB,6, 1080 x 1920 pixels,8,OS:Android 6.0 Marshmallow,32,3,4000, Li-Po,61%,10
Huawei Ascend Mate 7 32GB,6, 1080 x 1920 pixels,5,OS:Android 4.4.2 Kitkat,32,3,4100, Li-Po,56%,7
Huawei Mate S 128GB,5.5, 1080 x 1920 pixels,8,OS:Android 5.1.1 Lollipop,128,3,2700, Li-Po,61%,7
Huawei Mate S 64GB,5.5, 1080 x 1920 pixels,8,OS:Android 5.1.1 Lollipop,64,3,2700, Li-Po,57%,5
Huawei Mate S 32GB,5.5, 1080 x 1920 pixels,8,OS:Android 5.1.1 Lollipop,32,3,2700, Li-Po,55%,6
Huawei Honor 8 Lite,5.2, 1080 x 1920 pixels,8,OS:Android 7.0 Nougat,16,3,3000, Li-Ion,54%,14
Oppo A3s Pro,6.2, 720 x 1520 pixels,8,OS:Android 8.1 Oreo,32,3,4230, Li-Ion,55%,53
Oppo A83,5.7, 720 x 1440 pixels,8,OS:Android 7.1 Nougat,32,3,3180, Li-Ion,56%,25
Oppo F5 Youth,6, 1080 x 2160 pixels,16,OS:Android 7.1 Nougat,32,3,3200, Li-Ion,58%,35
Oppo F1s,5.5, 720 x 1280 pixels,16,OS:Android 5.1 Lollipop,32,3,3075, Li-Po,50%,22
Oppo A57,5.2, 720 x 1280 pixels,16,OS:Android 6.0 Marshmallow,32,3,2900, Li-Ion,49%,26
Honor 9A 3GB64GB,6.3, 720 x 1600 pixels,8,OS:Android 10; Magic UI 3,64,3,5000, Li-Po,60%,1
Honor 8S 2020 3GB64GB,5.71, 720 x 1520 pixels,5,OS:Android 9.0 Pie; EMUI 9,64,3,3020, Li-Po,49%,4
HTC Desire 19s 3GB32GB,6.2, 720 x 1520 pixels,16,OS:Android 9.0 Pie,32,3,3850, Li-Ion,55%,34
HTC Desire 12s 32GB,5.7, 720 x 1440 pixels,13,OS:Android 8.1 Oreo,32,3,3075, Li-Ion,50%,6
HTC One X10,5.5, 1080 x 1920 pixels,8,OS:Android,32,3,4000, Li-Po,59%,12
HTC Desire 12 Plus,6, 720 x 1440 pixels,8,OS:Android 8.0 Oreo,32,3,2965, Li-Ion,51%,19
HTC Desire 10 Compact,5, 720 x 1280 pixels,5,OS:Android 6.0 Marshmallow,32,3,3300, Li-Ion,45%,9
HTC Desire 628,5, 720 x 1280 pixels,5,OS:Android 5.1 Lollipop,32,3,2200, Li-Ion,47%,4
Xiaomi Redmi Note 8T 3GB32GB,6.3, 1080 x 2340 pixels,13,OS:Android 9.0 Pie; MIUI 10,32,3,4000, Li-Po,83%,8
Infinix Hot 10 3GB64GB,6.78, 720 x 1640 pixels,8,OS:Android 10; XOS: 6.0,64,3,5200, Li-Po,63%,3
Infinix Smart 5 3GB64GB,6.6, 720 x 1600 pixels,8,OS:Android 10; Go edition,64,3,5000, Li-Po,59%,9
Infinix Smart 4 Plus 3GB32GB,6.82, 720 x 1640 pixels,8,OS:Android 10; XOS: 6.2,32,3,6000, Li-Po,61%,10
Infinix Hot 8 3GB32GB,6.52, 720 x 1600 pixels,8,OS:Android 9.0 Pie,32,3,5000, Li-Po,58%,18
Infinix Hot 9 Play 3GB64GB,6.82, 720 x 1640 pixels,8,OS:Android 9.0 Pie,64,3,6000, Li-Po,62%,11
Infinix Hot 9 Play 3GB32GB,6.82, 720 x 1640 pixels,8,OS:Android 9.0 Pie,32,3,6000, Li-Po,60%,3
Infinix Hot 9 3GB64GB,6.6, 720 x 1600 pixels,8,OS:Android 10.0; XOS: 6.0,64,3,5000, Li-Po,61%,24
Infinix Hot 9 3GB32GB,6.6, 720 x 1600 pixels,8,OS:Android 10.0; XOS: 6.0,32,3,5000, Li-Po,57%,11
Hotwav Cosmos V19 Plus,5.5, 720 x 1280 pixels,5,OS:Android 6.0 Marshmallow,32,3,3500, Li-Ion,50%,25
Hotwav Cosmos V23,4.7, 720 x 1280 pixels,8,OS:Android 6.0 Marshmallow,32,3,3000, Li-Ion,49%,34
LG Stylo 6 3GB64GB,6.8, 1080 x 2460 pixels,13,OS:Android 10,64,3,4000, Li-Po,61%,12
LG W30,6.26, 720 x 1520 pixels,16,OS:Android 9.0 Pie,32,3,4000, Li-Po,55%,13
LG W10,6.19, 720 x 1512 pixels,8,OS:Android 9.0 Pie,32,3,4000, Li-Po,56%,6
Samsung Galaxy On6 32GB,5.6, 720 x 1480 pixels,8,OS:Android 8.0 Oreo,32,3,3000, Li-Ion,51%,11
Samsung Galaxy J5 Pro 2017,5.2, 720 x 1280 pixels,13,OS:Android 7.0 Nougat,32,3,3000, Li-Ion,51%,28
Samsung Galaxy J6,5.6, 720 x 1480 pixels,8,OS:Android 8.0 Oreo,32,3,3000, Li-Ion,51%,94
Samsung Galaxy J7 Prime 32GB,5.5, 1080 x 1920 pixels,8,OS:Android 6.0.1 Marshmallow,32,3,3300, Li-Ion,53%,20
Samsung Galaxy J7 Pro 64GB,5.5, 1080 x 1920 pixels,13,OS:Android 7.0 Nougat,64,3,3600, Li-Ion,56%,32
Samsung Galaxy A6 Plus 2018 32GB,6, 1080 x 2220 pixels,24,OS:Android 8.0 Oreo,32,3,3500, Li-Ion,57%,20
Samsung Galaxy A6 2018 32GB,5.6, 720 x 1480 pixels,16,OS:Android 8.0 Oreo,32,3,3000, Li-Ion,53%,25
Samsung Galaxy A7 2017,5.7, 1080 x 1920 pixels,16,OS:Android 6.0.1 Marshmallow,32,3,3600, Li-Ion,58%,19
Samsung Galaxy A5 2017 32GB,5.2, 1080 x 1920 pixels,16,OS:Android 6.0.1 Marshmallow,32,3,3000, Li-Ion,57%,34
Samsung Galaxy C8,5.5, 1080 x 1920 pixels,16,OS:Android 7.1 Nougat,32,3,3000, Li-Ion,57%,30
Samsung Galaxy J7 2017,5.5, 1080 x 1920 pixels,13,OS:Android 7.0 Nougat,16,3,3600, Li-Ion,53%,20
Samsung Galaxy J7 Pro,5.5, 1080 x 1920 pixels,13,OS:Android 7.0 Nougat,32,3,3600, Li-Ion,54%,41
Samsung Galaxy J7 Core,5.5, 720 x 1280 pixels,5,OS:Android 7.0 Nougat,16,3,3000, Li-Ion,50%,11
Samsung Galaxy A30 32GB,6.4, 1080 x 2340 pixels,16,OS:Android 9.0 Pie,32,3,4000, Li-Po,59%,40
Samsung Galaxy M20 32GB,6.3, 1080 x 2340 pixels,8,OS:Android 8.1 Oreo,32,3,5000, Li-Po,60%,92
Samsung Galaxy J8 32GB,6, 720 x 1480 pixels,16,OS:Android 8.0 Oreo,32,3,3500, Li-Ion,55%,20
Samsung Galaxy J6 Plus 32GB SMJ610FDS,6, 720 x 1480 pixels,8,OS:Android 8.1 Oreo,32,3,3300, Li-Ion,45%,38
Huawei Y6s 3GB32GB,6.09, 720 x 1560 pixels,8,OS:Android 9.0 Pie; EMUI 9.1,32,3,3020, Li-Po,55%,20
Xiaomi Redmi 6 3GB32GB,5.45, 720 x 1440 pixels,5,OS:Android 8.1 Oreo; MIUI 9.0,32,3,3000, Li-Po,52%,18
Xiaomi Redmi 5 3GB32GB,5.7, 720 x 1440 pixels,5,OS:Android 7.1.2 Nougat; MIUI 9.1,32,3,3300, Li-Po,52%,3
Xiaomi Redmi Y3 32GB,6.26, 720 x 1520 pixels,32,OS:Android 9.0 Pie; MIUI 9,32,3,4000, Li-Po,54%,24
Xiaomi Redmi Note 7 32GB,6.3, 1080 x 2340 pixels,13,OS:Android 9.0 Pie,32,3,4000, Li-Po,58%,33
Xiaomi Mi A2 Lite 32GB,5.84, 1080 x 2280 pixels,5, Android One,32,3,4000, Li-Po,58%,17
Xiaomi Redmi Note 4 32GB,5.5, 1080 x 1920 pixels,5,OS:Android 6.0 Marshmallow,32,3,4100, Li-Ion,58%,3
Xiaomi Redmi Note 5A Prime 32GB,5.5, 720 x 1280 pixels,16,OS:Android 7.1.2 Nougat,32,3,3080, Li-Ion,49%,12
Xiaomi Redmi 4X 32GB,5, 720 x 1280 pixels,5,OS:Android 6.0.1 Marshmallow,32,3,4100, Li-Ion,53%,7
Realme C3 3GB64GB,6.5, 720 x 1560 pixels,5,OS:Android 10.0; Realme UI 1.0,64,3,5000, Li-Po,60%,8
Realme C12 3GB32GB,6.5, 720 x 1560 pixels,5,OS:Android 10.0; Realme UI 1.0,32,3,6000, Li-Po,63%,20
Realme C15 3GB64GB,6.5, 720 x 1560 pixels,8,OS:Android 10.0; Realme UI 1.0,32,3,6000, Li-Po,63%,5
Realme 5i 3GB32GB,6.52, 720 x 1600 pixels,8,OS:Android 9.0 Pie; Realme UI,32,3,5000, Li-Po,58%,4
Huawei Y9 2018 32GB,5.93, 1080 x 2160 pixels,13, DualOS:Android 8.0 Oreo,32,3,4000, Li-Ion,62%,14
Tecno Phantom 6 Plus,6, 1080 x 1920 pixels,8,OS:Android 6.0.1 Marshmallow,64,4,4050, Li-Ion,70%,78
Xiaomi Mi Max 128 GB,6.44, 1080 x 1920 pixels,5,OS:Android 6.0 Marshmallow,128,4,4850, Li-Ion,67%,9
Xiaomi Mi 5s 128 GB,5.15, 1080 x 1920 pixels,4,OS:Android 6.0 Marshmallow,128,4,3200, Li-Po,57%,3
Nokia 9,5.5, 1440 x 2560 pixels,13,OS:Android 8.0 Oreo,128,4,3200, Li-Po,58%,37
Nokia 8,5.3, 1440 x 2560 pixels,13,OS:Android 7.1.1 Nougat,64,4,3090, Li-Ion,64%,32
Nokia 6 Arte Black,5.5, 1080 x 1920 pixels,8,OS:Android 7.1.1 Nougat,64,4,3000, Li-Ion,57%,19
Tecno Camon CX Manchester City Edition,5.5, 1080 x 1920 pixels,16,OS:Android 7.0 Nougat,64,4,3200, Li-Po,58%,32
Huawei Honor 8 32GB,5.2, 1080 x 1920 pixels,8,OS:Android 6.0 Marshmallow,32,4,3000, Li-Po,58%,11
Huawei P10 Lite 4 GB RAM,5.2, 1080 x 1920 pixels,8,OS:Android 7.0 Nougat,32,4,3000, Li-Po,57%,14
Huawei P10 64 GB,5.1, 1080 x 1920 pixels,8,OS:Android 7.0 Nougat,64,4,3200, Li-Ion,67%,4
Huawei P10 32 GB,5.1, 1080 x 1920 pixels,8,OS:Android 7.0 Nougat,32,4,3200, Li-Ion,65%,6
HTC 10 64 GB,5.2, 1440 x 2560 pixels,5,OS:Android 6.0.1 Marshmallow,64,4,3000, Li-Ion,56%,3
HTC 10 32 GB,5.2, 1440 x 2560 pixels,5,OS:Android 6.0.1 Marshmallow,32,4,3000, Li-Ion,54%,3
LG G5 64GB,5.3, 1440 x 2560 pixels,8,OS:Android 6.0.1 Marshmallow,64,4,2800, Li-Ion,58%,12
LG G6 128 GB,5.7, 1440 x 2880 pixels,5,OS:Android 7.0 Nougat,128,4,3300, Li-Po,62%,4
LG G6 64 GB,5.7, 1440 x 2880 pixels,5,OS:Android 7.0 Nougat,64,4,3300, Li-Po,58%,4
LG G6 32 GB,5.7, 1440 x 2880 pixels,5,OS:Android 7.0 Nougat,32,4,3300, Li-Po,56%,5
LG G5,5.3, 1440 x 2560 pixels,8,OS:Android 6.0.1 Marshmallow,32,4,2800, Li-Ion,56%,2
LG V30 Plus,6, 1440 x 2880 pixels,5,OS:Android 7.1.2 Nougat,128,4,3300, Li-Po,70%,9
LG V30 64 GB,6, 1440 x 2880 pixels,5,OS:Android 7.1.2 Nougat,64,4,3300, Li-Po,66%,10
LG V20 64 GB,5.7, 1440 x 2560 pixels,5,OS:Android 7.0 Nougat,64,4,3200, Li-Ion,58%,14
LG V20 32 GB,5.7, 1440 x 2560 pixels,5,OS:Android 7.0 Nougat,32,4,3200, Li-Ion,56%,5
LG V10 64 GB,5.7, 1440 x 2560 pixels,5, DualOS:Android 5.1.1 Lollipop,64,4,3000, Li-Ion,58%,8
LG V10 32 GB,5.7, 1440 x 2560 pixels,5, DualOS:Android 5.1.1 Lollipop,32,4,3000, Li-Ion,57%,4
HTC Desire 10 Pro,5.5, 1080 x 1920 pixels,13,OS:Android 6.0 Marshmallow,64,4,3000, Li-Ion,62%,54
HTC U11 64 GB,5.5, 1440 x 2560 pixels,16,OS:Android 7.1 Nougat,64,4,3000, Li-Ion,62%,6
HTC U Ultra 128 GB,5.7, 1440 x 2560 pixels,16,OS:Android 7.0 Nougat,128,4,3000, Li-Ion,58%,9
HTC U Ultra 64 GB,5.7, 1440 x 2560 pixels,16,OS:Android 7.0 Nougat,64,4,3000, Li-Ion,55%,18
HTC U Play 64 GB,5.2, 1080 x 1920 pixels,16,OS:Android OS:,64,4,2500, Li-Ion,60%,11
Huawei P9 64 GB,5.2, 1080 x 1920 pixels,8,OS:Android 6.0 Marshmallow,64,4,3000, Li-Ion,61%,3
Huawei GR5 2017 64 GB,5.5, 1080 x 1920 pixels,8,OS:Android 6.0 Marshmallow,64,4,3340, Li-Po,59%,3
Huawei GR3 2017 64 GB,5.2, 1080 x 1920 pixels,8,OS:Android 7.0 Nougat,64,4,3000, Li-Ion,59%,5
Gionee M7 Power,6, 720 x 1440 pixels,8,OS:Android 7.1 Nougat,64,4,4000, Li-Po,56%,13
Samsung Galaxy M21 4GB64GB,6.4, 1080 x 2340 pixels,20,OS:Android 10; One UI 2.0,64,4,6000, Li-Po,94%,31
Samsung Galaxy A31 4GB64GB,6.4, 1080 x 2400 pixels,20,OS:Android 10; One UI 2.0,64,4,5000, Li-Po,90%,15
Samsung Galaxy Xcover Pro 4GB64GB,6.3, 1080 x 2340 pixels,13,OS:Android 10.0; One UI 2,64,4,4500, Li-Po,73%,10
Samsung Galaxy A51 4GB128GB,6.5, 1080 x 2400 pixels,32,OS:Android 10.0; One UI 2,128,4,4000, Li-Po,92%,58
Samsung Galaxy A60 4GB64GB,6.3, 1080 x 2340 pixels,16,OS:Android 9.0 Pie; One UI,64,4,3500, Li-Po,74%,47
Samsung Galaxy A20s 4GB64GB,6.5, 720 x 1560 pixels,8,OS:Android 9.0 Pie,64,4,4000, Li-Po,58%,52
Samsung Galaxy M30s 4GB64GB,6.4, 1080 x 2400 pixels,16,OS:Android 9.0 Pie; One UI,64,4,6000, Li-Po,94%,98
Samsung Galaxy A30s 4GB128GB,6.4, 720 x 1560 pixels,16,OS:Android 9.0 Pie,128,4,4000, Li-Po,70%,77
Samsung Galaxy A30s 4GB64GB,6.4, 720 x 1560 pixels,16,OS:Android 9.0 Pie,64,4,4000, Li-Po,67%,58
Samsung Galaxy A50s 4GB64GB,6.4, 1080 x 2340 pixels,32,OS:Android 9.0 Pie,64,4,4000, Li-Po,88%,20
Samsung Galaxy A40,5.9, 1080 x 2340 pixels,25,OS:Android 9.0 Pie,64,4,3100, Li-Po,60%,46
Samsung Galaxy M40 4GB64GB,6.3, 1080 x 2340 pixels,16,OS:Android 9.0 Pie; One UI,64,4,3500, Li-Po,74%,18
Samsung Galaxy A50 128GB 4GB,6.4, 1080 x 2340 pixels,25,OS:Android 9.0 Pie,128,4,4000, Li-Po,75%,260
Samsung Galaxy M20 64GB,6.3, 1080 x 2340 pixels,8,OS:Android 8.1 Oreo,64,4,5000, Li-Po,63%,101
Samsung Galaxy A30 64GB,6.4, 1080 x 2340 pixels,16,OS:Android 9.0 Pie,64,4,4000, Li-Po,62%,197
Samsung Galaxy M30 64GB,6.4, 1080 x 2280 pixels,16,OS:Android 9.0 Pie,64,4,5000, Li-Po,63%,104
Samsung Galaxy A50 64GB,6.4, 1080 x 2340 pixels,25,OS:Android 9.0 Pie,64,4,4000, Li-Po,72%,82
Lenovo Z6 Youth 4GB64GB,6.3, 1080 x 2340 pixels,16,OS:Android 9.0 Pie; ZUI 11,64,4,4050, Li-Po,65%,18
Lenovo S5 Pro GT 64GB 4GB,6.2, 1080 x 2246 pixels,20, DualOS:Android 8.1 Oreo,64,4,3500, Li-Ion,60%,18
Lenovo Z5s,6.3, 1080 x 2340 pixels,16,OS:Android 9.0 Pie,64,4,3300, Li-Ion,63%,15
Lenovo K8 Note,5.5, 1080 x 1920 pixels,13,OS:Android 7.1.1 Nougat,64,4,4000, Li-Po,66%,24
Tecno Camon X Pro,6, 1080 x 2160 pixels,24,OS:Android 8.1 Oreo,64,4,3750, Li-Po,63%,191
Oppo A31 4GB64GB,6.5, 720 x 1600 pixels,8,OS:Android 9.0 Pie; ColorOS: 6.1,64,4,4230, Li-Po,61%,32
Oppo A8 4GB128GB,6.5, 720 x 1600 pixels,8,OS:Android 9.0 Pie; Color OS: 6.1,128,4,4230, Li-Po,64%,16
Oppo A11 4GB128GB,6.5, 720 x 1600 pixels,16,OS:Android 9.0 Pie; ColorOS: 6.0,128,4,5000, Li-Po,91%,39
Oppo A9 2020 4GB128GB,6.5, 720 x 1600 pixels,16,OS:Android 9.0 Pie; ColorOS: 6.1,128,4,5000, Li-Po,91%,38
Oppo A5 2020 4GB128GB,6.5, 720 x 1600 pixels,8,OS:Android 9.0 Pie; ColorOS: 6.0,128,4,5000, Li-Po,65%,46
Oppo F11 64GB,6.53, 1080 x 2340 pixels,16,OS:Android 9.0 Pie; ColorOS: 6,64,4,4020, Li-Po,87%,47
Oppo A7 64GB,6.2, 720 x 1520 pixels,16,OS:Android 8.1 Oreo,64,4,4230, Li-Ion,59%,57
Xiaomi Mi A1,5.5, 1080 x 1920 pixels,5,OS:Android 7.1.2 Nougat,64,4,3080, Li-Ion,58%,9
Nokia 51 Plus Nokia X5 64GB 4GB,5.86, 720 x 1520 pixels,8,OS:Android 8.1 Oreo,64,4,3060, Li-Ion,57%,41
Nokia 81 X7,6.18, 1080 x 2280 pixels,20,OS:Android 9.0 Pie,64,4,3500, Li-Ion,60%,23
Nokia 61 64GB,5.5, 1080 x 1920 pixels,8,OS:Android 8.1 Oreo,64,4,3000, Li-Ion,62%,37
Nokia 61 Plus X6,5.8, 1080 x 2220 pixels,16,OS:Android 8.1 Oreo,64,4,3060, Li-Ion,60%,165
Nokia 7 Plus,6, 1080 x 2160 pixels,16,OS:Android 8.1 Oreo,64,4,3800, Li-Ion,61%,60
Nokia 6 2018,5.5, 1080 x 1920 pixels,8,OS:Android 7.1.1 Nougat,32,4,3000, Li-Ion,60%,26
Nokia 7,5.2, 1080 x 1920 pixels,5,OS:Android 7.1.1 Nougat,64,4,3000, Li-Ion,62%,15
Xiaomi Redmi Note 8 4GB64GB,6.3, 1080 x 2340 pixels,13,OS:Android 9.0 Pie; MIUI 10,64,4,4000, Li-Po,86%,31
Xiaomi Mi A3 4GB128GB,6.01, 720 x 1560 pixels,32,OS:Android 9.0 Pie; One Edition,128,4,4030, Li-Po,88%,41
Xiaomi Mi A3 4GB64GB,6.01, 720 x 1560 pixels,32,OS:Android 9.0 Pie; One Edition,64,4,4030, Li-Po,85%,26
Xiaomi Mi CC9e 4GB64GB,6.01, 720 x 1560 pixels,32,OS:Android 9.0 Pie; MIUI 10,64,4,4030, Li-Po,85%,6
Apple iPhone 11 Pro Max 512GB,6.5, 1242 x 2688 pixels,12, DualOS:iOS: 13,512,4,3500, Li-Ion,65%,58
Apple iPhone 11 Pro Max 256GB,6.5, 1242 x 2688 pixels,12, DualOS:iOS: 13,256,4,3500, Li-Ion,51%,91
Apple iPhone 11 Pro Max 64GB,6.5, 1242 x 2688 pixels,12, DualOS:iOS: 13,64,4,3500, Li-Ion,40%,49
Apple iPhone 11 Pro 512GB,5.8, 1125 x 2436 pixels,12, DualOS:iOS: 13,512,4,3190, Li-Ion,64%,29
Apple iPhone 11 Pro 256GB,5.8, 1125 x 2436 pixels,12, DualOS:iOS: 13,256,4,3190, Li-Ion,50%,38
Apple iPhone 11 Pro 64GB,5.8, 1125 x 2436 pixels,12, DualOS:iOS: 13,64,4,3190, Li-Ion,39%,67
Apple iPhone 11 256GB,6.1, 828 x 1792 pixels,12, DualOS:iOS: 13,256,4,3110, Li-Ion,48%,29
Apple iPhone 11 128GB,6.1, 828 x 1792 pixels,12, DualOS:iOS: 13,128,4,3110, Li-Ion,40%,44
Apple iPhone 11 64GB,6.1, 828 x 1792 pixels,12, DualOS:iOS: 13,64,4,3110, Li-Ion,37%,71
Oppo A53 4GB64GB,6.5, 720 x 1600 pixels,16,OS:Android 10; ColorOS: 7.2,64,4,5000, Li-Po,63%,11
Oppo A72 4GB128GB,6.5, 1080 x 2400 pixels,16,OS:Android 10; ColorOS: 7.1,128,4,5000, Li-Po,93%,7
Oppo A52 4GB128GB,6.5, 1080 x 2400 pixels,16,OS:Android 10; ColorOS: 7.1,128,4,5000, Li-Po,67%,17
Oppo A52 4GB64GB,6.5, 1080 x 2400 pixels,16,OS:Android 10; ColorOS: 7.1,64,4,5000, Li-Po,64%,6
Oppo A12 4GB64GB,6.22, 720 x 1520 pixels,5,OS:Android 9.0 Pie; ColorOS: 6.1,64,4,4230, Li-Po,62%,9
Oppo A31 Pro 4GB128GB,6.5, 720 x 1600 pixels,8,OS:Android 9.0 Pie; ColorOS: 6.1,128,4,4230, Li-Po,64%,21
Realme 6i 4GB128GB,6.5, 720 x 1600 pixels,16,OS:Android 10; Realme UI,128,4,5000, Li-Po,91%,9
Realme Narzo 10 4GB128GB,6.5, 720 x 1600 pixels,16,OS:Android 10; Realme UI 1.0,128,4,5000, Li-Po,91%,5
Realme 6S 4GB64GB,6.5, 1080 x 2400 pixels,16,OS:Android 10; Realme UI,64,4,4300, Li-Po,88%,2
Realme 5 Pro 4GB64GB,6.3, 1080 x 2340 pixels,16,OS:Android 9.0 Pie; Realme UI,64,4,4035, Li-Po,88%,4
Realme X2 4GB64GB,6.4, 1080 x 2340 pixels,32,OS:Android 9.0 Pie; Realme UI,64,4,4000, Li-Po,99%,5
Realme C3 4GB64GB,6.5, 720 x 1560 pixels,5,OS:Android 10.0; Realme UI 1.0,64,4,5000, Li-Po,61%,5
Samsung Galaxy A21s 4GB64GB,6.5, 720 x 1600 pixels,13,OS:Android 10; One UI 2,64,4,5000, Li-Po,87%,28
Samsung Galaxy M11 4GB64GB,6.4, 720 x 1560 pixels,8,OS:Android 10.0; One UI 2.0,64,4,5000, Li-Ion,61%,13
Samsung Galaxy A41 4GB64GB,6.1, 1080 x 2400 pixels,25,OS:Android 10.0; One UI 2,64,4,3500, Li-Po,85%,11
Huawei Nova 2,5, 1080 x 1920 pixels,20,OS:Android 7.0 Nougat,64,4,2950, Li-Po,60%,2
Huawei P10 Plus 64GB,5.5, 1440 x 2560 pixels,8,OS:Android 7.0 Nougat,64,4,3750, Li-Ion,70%,16
Huawei P9 Plus,5.5, 1080 x 1920 pixels,8,OS:Android 6.0 Marshmallow,64,4,3400, Li-Po,62%,11
Huawei Mate 10 Pro 64GB,6, 1080 x 2160 pixels,8,OS:Android 8.0 Oreo,64,4,4000, Li-Po,69%,18
Huawei Mate 10,5.9, 1440 x 2560 pixels,8,OS:Android 8.0 Oreo,64,4,4000, Li-Po,70%,16
Huawei Mate 10 Lite,5.9, 1080 x 2160 pixels,13, DualOS:Android 7.0 Nougat,64,4,3340, Li-Ion,64%,66
Huawei Honor 7X 32GB,5.93, 1080 x 2160 pixels,8,OS:Android 7.0 Nougat,32,4,3340, Li-Ion,62%,26
Huawei Mate 9 Pro 64GB,5.5, 1440 x 2560 pixels,8,OS:Android 7.0 Nougat,64,4,4000, Li-Po,71%,10
Huawei Mate 9,5.9, 1080 x 1920 pixels,8,OS:Android 7.0 Nougat,64,4,4000, Li-Po,68%,10
Huawei Mate 8 64GB,6, 1080 x 1920 pixels,8,OS:Android 6.0 Marshmallow,64,4,4000, Li-Po,65%,9
Oppo F9,6.3, 1080 x 2340 pixels,25,OS:Android 8.1 Oreo,64,4,3500, Li-Po,62%,92
Oppo A3,6.2, 1080 x 2280 pixels,8,OS:Android 8.1 Oreo,128,4,3400, Li-Ion,65%,45
Oppo F7,6.23, 1080 x 2280 pixels,25,OS:Android 8.0 Oreo,64,4,3400, Li-Ion,62%,60
Oppo F5,6, 1080 x 2160 pixels,20,OS:Android 7.1 Nougat,32,4,3200, Li-Ion,62%,122
Oppo F3,5.5, 1080 x 1920 pixels,16, DualOS:Android 6.0 Marshmallow,64,4,3200, Li-Ion,56%,22
Honor 9C 4GB64GB,6.39, 720 x 1560 pixels,8,OS:Android 10; Magic UI 3,64,4,4000, Li-Po,85%,1
HTC Wildfire E2 4GB64GB,6.22, 720 x 1560 pixels,8,OS:Android 10,64,4,4000, Li-Po,60%,7
HTC U12 Life 64GB,6, 1080 x 2160 pixels,13,OS:Android 8.1 Oreo,64,4,3600, Li-Ion,61%,32
HTC U11 Eyes,6, 1080 x 2160 pixels,5, DualOS:Android 8.0 Oreo,64,4,3930, Li-Ion,59%,15
Xiaomi Redmi Note 8T 4GB128GB,6.3, 1080 x 2340 pixels,13,OS:Android 9.0 Pie; MIUI 10,128,4,4000, Li-Po,90%,16
Xiaomi Redmi Note 8T 4GB64GB,6.3, 1080 x 2340 pixels,13,OS:Android 9.0 Pie; MIUI 10,64,4,4000, Li-Po,86%,17
Xiaomi Redmi Note 8 Pro 4GB64GB,6.53, 1080 x 2340 pixels,20,OS:Android 9.0 Pie; MIUI 10,64,4,4500, Li-Po,99%,18
Infinix Hot 9 Pro 4GB64GB,6.6, 720 x 1600 pixels,8,OS:Android 10.0; XOS: 6.0,64,4,5000, Li-Po,87%,19
Infinix Hot 9 Play 4GB64GB,6.82, 720 x 1640 pixels,8,OS:Android 9.0 Pie,64,4,6000, Li-Po,64%,16
Infinix Note 7 Lite 4GB64GB,6.6, 720 x 1600 pixels,8,OS:Android 10.0; XOS: 6.0,64,4,5000, Li-Po,87%,18
Infinix Hot 9 4GB128GB,6.6, 720 x 1600 pixels,8,OS:Android 10.0; XOS: 6.0,128,4,5000, Li-Po,67%,29
